City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,russkaya polyana,49.417,31.9201,14.47,65,100,2.23,UA,1712616580
360,london,51.5085,-0.1257,11.67,83,93,5.36,GB,1712616301
361,westport,41.1415,-73.3579,17.63,36,0,2.24,US,1712616398
362,kirando,-7.4167,30.6,22.66,85,79,2.09,TZ,1712616580
363,pathalgaon,22.5667,83.4667,20.18,66,99,1.45,IN,1712616580
364,cambria,35.5641,-121.0808,21.65,64,0,5.72,US,1712616580
365,jiuquan,39.7432,98.5174,9.83,21,100,2.68,CN,1712616580
366,natal,-5.795,-35.2094,28.12,83,40,2.06,BR,1712615996
367,malmslatt,58.411,15.5165,8.03,89,100,2.06,SE,1712616580
368,guiratinga,-16.3494,-53.7583,25.74,72,100,1.24,BR,1712616581
369,glubokoye,50.1456,82.3114,8.86,66,75,2.0,KZ,1712616581
370,quimili,-27.6333,-62.4167,23.49,68,0,4.15,AR,1712616557
371,san antonio de pale,-1.4014,5.6325,27.69,81,100,6.19,GQ,1712616581
372,ola,59.5833,151.2833,-2.7,92,100,3.65,RU,1712616581
373,colares,38.7992,-9.4469,13.2,75,1,6.26,PT,1712616581
374,grand falls-windsor,48.9332,-55.6649,-0.83,79,56,1.79,CA,1712616581
375,papao,-17.75,-149.55,30.82,79,56,6.21,PF,1712616457
376,yeppoon,-23.1333,150.7333,22.88,62,1,3.05,AU,1712616581
377,barranca,-10.75,-77.7667,22.5,80,59,3.8,PE,1712616581
378,sao miguel,-5.4667,-35.3667,27.43,88,100,2.96,BR,1712616581
379,rosarito,32.3333,-117.0333,20.51,60,0,5.76,MX,1712616285
380,motygino,58.1831,94.7592,-12.34,97,90,1.79,RU,1712616582
381,prince albert,53.2001,-105.7677,13.97,47,40,7.2,CA,1712616548
382,jiwani,25.05,61.7417,25.05,76,49,3.76,PK,1712616582
383,richards bay,-28.783,32.0377,20.54,87,73,6.8,ZA,1712616582
384,ampanihy,-24.7,44.75,19.45,84,90,4.68,MG,1712616582
385,kenai,60.5544,-151.2583,4.05,44,0,4.63,US,1712616582
386,olyokminsk,60.3736,120.4264,-2.72,94,100,0.51,RU,1712616582
387,olinda,-8.0089,-34.8553,28.85,74,0,3.09,BR,1712616328
388,tayshet,55.9342,98.0044,-3.16,78,16,3.71,RU,1712616582
389,east london,-33.0153,27.9116,19.85,83,59,2.33,ZA,1712616308
390,tenenkou,14.4572,-4.9169,33.46,27,44,3.21,ML,1712616583
391,qala i naw,34.9874,63.1289,15.26,52,100,3.6,AF,1712616583
392,priob'ye,62.5206,65.5964,-8.32,97,92,1.3,RU,1712616583
393,coahuayana de hidalgo,18.7,-103.6583,28.23,52,50,2.62,MX,1712616583
394,soio,-6.1349,12.3689,26.32,85,100,0.53,AO,1712616583
395,novyy urgal,51.0736,132.5642,-4.58,62,47,1.24,RU,1712616583
396,puerto ayacucho,5.6639,-67.6236,32.32,44,97,1.76,VE,1712616583
397,okha,53.5739,142.9478,-4.86,93,68,2.68,RU,1712616583
398,meadow lake,34.8014,-106.5436,18.71,11,100,8.35,US,1712616583
399,meulaboh,4.1363,96.1285,25.46,89,93,0.55,ID,1712616583
400,zhigalovo,54.8097,105.1578,-8.2,95,70,0.87,RU,1712616584
401,linevo,54.4589,83.3764,3.43,89,100,3.82,RU,1712616584
402,laghouat,33.8,2.8651,20.93,14,66,2.79,DZ,1712616584
403,bouguenais,47.1776,-1.6214,9.9,80,75,7.2,FR,1712616584
404,queenstown,-31.8976,26.8753,12.02,94,31,1.36,ZA,1712616309
405,selkirk,50.1436,-96.8845,11.2,73,99,2.89,CA,1712616584
406,tura,25.5198,90.2201,22.67,43,21,1.37,IN,1712616584
407,remire-montjoly,4.9167,-52.2667,28.02,78,0,2.06,GF,1712616458
408,pokaran,26.9167,71.9167,27.15,13,47,3.5,IN,1712616584
409,brush,40.2589,-103.6238,15.82,17,0,3.09,US,1712616584
410,jilib,0.4883,42.7854,26.47,89,100,1.15,SO,1712616584
411,amga,60.8953,131.9608,-7.29,95,100,1.25,RU,1712616585
412,summerside,46.3959,-63.7876,11.19,53,26,2.06,CA,1712616548
413,hasaki,35.7333,140.8333,20.16,94,100,12.13,JP,1712616585
414,laguna,38.421,-121.4238,23.46,27,0,6.17,US,1712616585
415,khandyga,62.6667,135.6,-6.36,94,100,1.32,RU,1712616585
416,tongouson,5.0214,120.1328,27.23,82,68,2.16,PH,1712616585
417,mto wa mbu,-3.35,35.85,20.43,94,99,0.9,TZ,1712616585
418,greenville,35.6127,-77.3663,23.09,40,0,5.66,US,1712616414
419,carangola,-20.7331,-42.0294,19.47,95,76,1.06,BR,1712616585
420,linden,6.0,-58.3,27.16,69,27,3.82,GY,1712616586
421,weno,7.4515,151.8468,29.97,84,75,4.12,FM,1712616586
422,hatillo,18.4863,-66.8254,27.99,85,76,4.47,PR,1712616586
423,balabac,7.9868,117.0645,27.96,72,68,5.52,PH,1712616586
424,havsa,41.549,26.8221,9.2,69,0,3.54,TR,1712616586
425,san pedro pochutla,15.7333,-96.4667,31.76,45,3,4.02,MX,1712616586
426,urumqi,43.801,87.6005,10.53,47,0,2.0,CN,1712616586
427,rurrenabaque,-14.4413,-67.5278,29.83,98,100,0.84,BO,1712616316
428,hayrat,40.8884,40.3699,10.1,78,63,2.34,TR,1712616586
429,cosenza,39.31,16.2502,20.57,54,22,1.54,IT,1712616498
430,kuta,-8.7233,115.1723,25.97,94,20,1.03,ID,1712616586
431,'anat al qadimah,34.4659,41.9331,23.37,27,19,6.1,IQ,1712616587
432,guerrero negro,27.9769,-114.0611,17.05,50,80,10.25,MX,1712616376
433,kone,-21.0595,164.8658,31.02,47,15,3.48,NC,1712616480
434,chahal guatemala,15.75,-89.5667,31.68,57,53,3.04,GT,1712616587
435,boca suno,-0.7167,-77.1333,29.77,88,57,0.8,EC,1712616587
436,pisco,-13.7,-76.2167,24.03,78,0,5.14,PE,1712616587
437,codrington,-38.2667,141.9667,13.82,52,92,7.53,AU,1712616587
438,waddan,29.1614,16.139,17.64,55,2,4.57,LY,1712616587
439,tromso,69.6496,18.957,2.01,80,75,1.03,NO,1712616587
440,east ballina,-28.8667,153.5833,22.11,79,52,3.06,AU,1712616587
441,tolanaro,-25.0319,46.9987,22.04,88,75,3.09,MG,1712616460
442,pocone,-16.2567,-56.6228,29.16,64,100,1.57,BR,1712616588
443,jamestown,42.097,-79.2353,17.8,34,0,3.6,US,1712616498
444,ust-nera,64.5667,143.2,-9.98,92,98,1.78,RU,1712616588
445,kupang,-10.1667,123.5833,26.32,100,40,0.51,ID,1712616588
446,ust'-kulom,61.6864,53.6902,-3.09,94,100,3.0,RU,1712616588
447,blackwater,-23.5833,148.8833,25.01,45,15,3.69,AU,1712616588
448,labrador city,52.9463,-66.9114,-2.05,64,100,6.17,CA,1712616457
449,coquimbo,-29.9533,-71.3436,15.85,82,75,2.06,CL,1712616190
450,fedorovka,53.6314,62.7078,2.07,90,91,3.92,KZ,1712616588
451,saint-philippe,-21.3585,55.7679,22.77,83,45,2.97,RE,1712616589
452,pacific grove,36.6177,-121.9166,18.82,66,0,4.63,US,1712616410
453,sisimiut,66.9395,-53.6735,-7.74,86,65,4.01,GL,1712616589
454,ghat,24.9647,10.1728,24.54,11,22,1.73,LY,1712616589
455,zmeinogorsk,51.1567,82.195,8.04,82,100,7.12,RU,1712616589
456,tarata,-17.6167,-66.0167,20.68,68,97,3.23,BO,1712616589
457,rudnichnyy,59.617,52.4703,3.3,95,100,3.78,RU,1712616589
458,yeed,4.55,43.0333,27.54,70,89,6.13,SO,1712616589
459,borujen,31.9652,51.2873,10.79,52,59,0.92,IR,1712616589
460,freetown,8.484,-13.2299,26.12,80,8,2.62,SL,1712616589
461,la mira,18.035,-102.3266,28.42,51,38,5.29,MX,1712616589
462,kabalo,-6.05,26.9167,20.3,98,95,1.28,CD,1712616589
463,pskov,57.8136,28.3496,10.71,93,0,2.24,RU,1712616590
464,wenchang,30.904,118.4887,11.07,91,46,1.49,CN,1712616590
465,shahr-e kord,32.3256,50.8644,5.87,52,0,1.03,IR,1712616590
466,fale old settlement,-9.3852,-171.2468,30.07,75,85,5.7,TK,1712616491
467,nieuw amsterdam,5.8833,-55.0833,29.09,70,40,2.57,SR,1712616483
468,ascension,30.2169,-90.9001,24.44,79,40,5.66,US,1712616590
469,malpica,43.3228,-8.8105,11.24,66,12,4.46,ES,1712616590
470,chui,-33.6971,-53.4616,19.85,96,45,2.79,UY,1712616590
471,dalnegorsk,44.5604,135.5701,0.33,35,0,4.92,RU,1712616590
472,rio grande,-32.035,-52.0986,22.06,88,83,3.36,BR,1712616422
473,shahpur,16.7,76.8333,27.37,54,95,7.3,IN,1712616590
474,la toma,-33.0526,-65.6238,20.3,44,2,2.57,AR,1712616591
475,manchester,53.4809,-2.2374,11.97,87,75,1.54,GB,1712616323
476,sibenik,43.7272,15.9058,14.81,87,76,2.42,HR,1712616591
477,champerico,14.3,-91.9167,32.3,65,57,4.51,GT,1712616591
478,pangody,65.85,74.4859,-21.02,98,41,3.75,RU,1712616458
479,pelabuhanratu,-6.9875,106.5514,25.88,89,99,1.21,ID,1712616591
480,antonina,-25.4286,-48.7119,24.82,98,44,0.9,BR,1712616591
481,mogok,22.9167,96.5,17.49,53,1,0.71,MM,1712616591
482,dubbo,-32.25,148.6167,15.07,82,75,3.6,AU,1712616591
483,ljusdal,61.8288,16.0913,0.33,98,91,1.26,SE,1712616591
484,tsiombe,-25.3,45.4833,21.47,77,99,5.77,MG,1712616592
485,laibin,23.7,109.2667,18.69,75,98,2.19,CN,1712616592
486,troitskiy,57.0603,63.7481,0.82,94,100,3.12,RU,1712616592
487,akureyri,65.6835,-18.0878,-1.04,100,100,5.14,IS,1712616592
488,belel,7.05,14.4333,21.23,59,99,1.27,CM,1712616592
489,luderitz,-26.6481,15.1594,14.83,93,55,3.19,NA,1712616592
490,kimbe,-5.5502,150.1429,25.76,93,100,0.44,PG,1712616592
491,sortavala,61.7053,30.6918,4.45,98,94,1.79,RU,1712616592
492,amahai,-3.3333,128.9167,26.59,79,100,1.53,ID,1712616592
493,ouesso,1.6136,16.0517,22.62,92,7,1.31,CG,1712616592
494,quellon,-43.1167,-73.6167,7.61,67,15,4.96,CL,1712616376
495,seeb,23.6703,58.1891,26.05,44,0,2.57,OM,1712616593
496,barcelos,41.5388,-8.6151,9.27,79,6,2.0,PT,1712616593
497,dryden,49.7833,-92.7503,6.16,75,100,3.6,CA,1712616593
498,yatou,37.15,122.3833,7.73,44,2,5.27,CN,1712616593
499,sao joaquim,-28.2939,-49.9317,14.7,98,16,1.3,BR,1712616593
500,moundou,8.5667,16.0833,29.11,44,41,1.66,TD,1712616593
501,nema,57.5067,50.5011,3.44,98,81,4.05,RU,1712616593
502,sorong,-0.8833,131.25,26.35,84,100,2.54,ID,1712616593
503,yemva,62.59,50.8594,-8.5,98,89,1.7,RU,1712616593
504,barra de santo antonio,-9.4047,-35.5072,27.6,76,16,3.85,BR,1712616543
505,desterro,-7.2906,-37.0939,24.7,59,79,3.52,BR,1712616593
506,ancud,-41.8697,-73.8203,9.19,72,37,3.41,CL,1712616391
507,harper,4.375,-7.7169,27.91,83,93,2.85,LR,1712616594
508,rimouski,48.4488,-68.524,9.1,78,41,4.32,CA,1712616594
509,caconda,-13.7333,15.0667,16.63,94,91,1.34,AO,1712616594
510,pombal,-6.7703,-37.8017,27.97,65,64,6.86,BR,1712616410
511,novodvinsk,64.4165,40.8122,-2.14,93,100,1.84,RU,1712616594
512,nueva loja,0.0847,-76.8828,29.01,65,40,4.63,EC,1712616594
513,west bay,19.3667,-81.4167,29.04,77,40,7.72,KY,1712616594
514,mwinilunga,-11.7358,24.4293,17.66,96,100,0.87,ZM,1712616594
515,narathiwat,6.3333,101.75,25.92,94,99,1.4,TH,1712616594
516,vol'sk,52.0333,47.3833,12.62,85,66,3.07,RU,1712616594
517,suoyarvi,62.0833,32.35,2.96,100,100,3.55,RU,1712616595
518,quepos,9.4236,-84.1652,28.73,78,100,2.03,CR,1712616595
519,flin flon,54.7682,-101.865,14.91,25,20,2.57,CA,1712616595
520,soroti,1.7146,33.6111,19.0,93,96,1.02,UG,1712616595
521,gaspe,48.8334,-64.4819,8.12,39,75,4.12,CA,1712616595
522,betafo,-19.8333,46.85,18.08,91,100,1.15,MG,1712616595
523,holualoa,19.6228,-155.9522,25.31,74,20,6.17,US,1712616595
524,sampit,-2.5333,112.95,24.29,99,100,1.02,ID,1712616406
525,polatli,39.5772,32.1413,9.28,69,41,1.24,TR,1712616595
526,ankang,32.68,109.0172,14.54,59,100,1.21,CN,1712616595
527,ujae,8.9322,165.7642,27.59,80,100,9.39,MH,1712616595
528,an nuhud,12.7,28.4333,24.52,12,31,5.77,SD,1712616595
529,moapa valley,36.5805,-114.4703,22.53,11,3,10.41,US,1712616596
530,canutama,-6.5339,-64.3831,24.76,96,95,1.0,BR,1712616596
531,sinabang,2.4803,96.3801,25.77,89,100,3.08,ID,1712616596
532,panaba,21.2833,-88.2667,35.33,26,0,8.36,MX,1712616596
533,amos,48.5669,-78.1162,5.06,96,90,2.15,CA,1712616342
534,helsinki,60.1695,24.9355,7.84,95,75,4.47,FI,1712616397
535,guiuan,11.0333,125.7247,27.57,76,11,5.29,PH,1712616596
536,thayetmyo,19.3167,95.1833,28.33,54,0,0.44,MM,1712616597
537,crane,31.3974,-102.3501,30.64,5,41,6.44,US,1712616597
538,barra dos coqueiros,-10.9089,-37.0386,29.01,84,40,2.57,BR,1712616597
539,kralendijk,12.15,-68.2667,28.99,74,20,10.8,BQ,1712616597
540,masina,-4.3836,15.3914,25.19,88,40,0.0,CD,1712616332
541,srikakulam,18.3,83.9,25.03,69,1,1.7,IN,1712616597
542,kamina,-8.7386,24.9906,19.24,96,100,1.42,CD,1712616597
543,sodra sandby,56.5667,16.6167,6.61,96,100,1.87,SE,1712616597
544,mana,5.6592,-53.7767,26.69,80,66,4.64,GF,1712616598
545,glendive,47.1053,-104.7125,8.79,76,100,6.69,US,1712616598
546,el alto,-4.2714,-81.2147,28.81,75,57,5.85,PE,1712616598
547,las khorey,11.1595,48.1967,28.0,72,55,2.89,SO,1712616598
548,umm kaddadah,13.6017,26.6876,25.3,12,81,6.93,SD,1712616598
549,kyzyl-mazhalyk,51.1333,90.6,6.62,58,41,0.45,RU,1712616598
550,recreo,-29.2818,-65.061,25.08,55,3,4.67,AR,1712616598
551,sabang,5.8933,95.3214,28.66,76,82,1.32,ID,1712616598
